season,year,month,day,city,sport,event,url,medal,winner,country
Summer,2016,8,15,Rio de Janeiro,Artistic Gymnastics,"Balance Beam, Women",/results/353693,Silver,Laurie Hernandez,United States
Summer,2016,8,15,Rio de Janeiro,Artistic Gymnastics,"Balance Beam, Women",/results/353693,Bronze,Simone Biles,United States
Summer,2016,8,15,Rio de Janeiro,Artistic Gymnastics,"Rings, Men",/results/353652,Gold,Lefteris Petrounias,Greece
Summer,2016,8,15,Rio de Janeiro,Artistic Gymnastics,"Rings, Men",/results/353652,Silver,Arthur Zanetti,Brazil
Summer,2016,8,15,Rio de Janeiro,Artistic Gymnastics,"Rings, Men",/results/353652,Bronze,Denis Ablyazin,Russian Federation
Summer,2016,8,15,Rio de Janeiro,Artistic Gymnastics,"Vault, Men",/results/353639,Gold,Ri Se-Gwang,Democratic People's Republic of Korea
Summer,2016,8,15,Rio de Janeiro,Artistic Gymnastics,"Vault, Men",/results/353639,Silver,Denis Ablyazin,Russian Federation
Summer,2016,8,15,Rio de Janeiro,Artistic Gymnastics,"Vault, Men",/results/353639,Bronze,Kenzo Shirai,Japan
Summer,2016,8,15,Rio de Janeiro,Athletics,"3,000 metres Steeplechase, Women",/results/359093,Gold,Ruth Jebet,Bahrain
Summer,2016,8,15,Rio de Janeiro,Athletics,"3,000 metres Steeplechase, Women",/results/359093,Silver,Hyvin Kiyeng,Kenya
Summer,2016,8,15,Rio de Janeiro,Athletics,"3,000 metres Steeplechase, Women",/results/359093,Bronze,Emma Coburn,United States
Summer,2016,8,15,Rio de Janeiro,Athletics,"400 metres, Women",/results/359021,Gold,Shaunae Miller,The Bahamas
Summer,2016,8,15,Rio de Janeiro,Athletics,"400 metres, Women",/results/359021,Silver,Allyson Felix,United States
Summer,2016,8,15,Rio de Janeiro,Athletics,"400 metres, Women",/results/359021,Bronze,Shericka Jackson,Jamaica
Summer,2016,8,15,Rio de Janeiro,Athletics,"800 metres, Men",/results/358610,Gold,David Rudisha,Kenya
Summer,2016,8,15,Rio de Janeiro,Athletics,"800 metres, Men",/results/358610,Silver,Taoufik Makhloufi,Algeria
Summer,2016,8,15,Rio de Janeiro,Athletics,"800 metres, Men",/results/358610,Bronze,Clayton Murphy,United States
Summer,2016,8,15,Rio de Janeiro,Athletics,"Hammer Throw, Women",/results/359244,Gold,Anita Włodarczyk,Poland
Summer,2016,8,15,Rio de Janeiro,Athletics,"Hammer Throw, Women",/results/359244,Silver,Zhang Wenxiu,People's Republic of China
Summer,2016,8,15,Rio de Janeiro,Athletics,"Hammer Throw, Women",/results/359244,Bronze,Sophie Hitchon,Great Britain
Summer,2016,8,15,Rio de Janeiro,Athletics,"Pole Vault, Men",/results/358704,Gold,Thiago Braz,Brazil
Summer,2016,8,15,Rio de Janeiro,Athletics,"Pole Vault, Men",/results/358704,Silver,Renaud Lavillenie,France
Summer,2016,8,15,Rio de Janeiro,Athletics,"Pole Vault, Men",/results/358704,Bronze,Sam Kendricks,United States
Summer,2016,8,15,Rio de Janeiro,Boxing,"Heavyweight, Men",/results/356596,Gold,Yevgeny Tishchenko,Russian Federation
Summer,2016,8,15,Rio de Janeiro,Boxing,"Heavyweight, Men",/results/356596,Silver,Vasily Levit,Kazakhstan
Summer,2016,8,15,Rio de Janeiro,Boxing,"Heavyweight, Men",/results/356596,Bronze,Erislandy Savón,Cuba
Summer,2016,8,15,Rio de Janeiro,Boxing,"Heavyweight, Men",/results/356596,Bronze,Rustam Tulaganov,Uzbekistan
Summer,2016,8,15,Rio de Janeiro,Cycling Track,"Omnium, Men",/results/356825,Gold,Elia Viviani,Italy
Summer,2016,8,15,Rio de Janeiro,Cycling Track,"Omnium, Men",/results/356825,Silver,Mark Cavendish,Great Britain
Summer,2016,8,15,Rio de Janeiro,Cycling Track,"Omnium, Men",/results/356825,Bronze,Lasse Hansen,Denmark
Summer,2016,8,15,Rio de Janeiro,Equestrian Dressage,"Individual, Open",/results/358406,Gold,Charlotte Dujardin,Great Britain
Summer,2016,8,15,Rio de Janeiro,Equestrian Dressage,"Individual, Open",/results/358406,Silver,Isabell Werth,Germany
Summer,2016,8,15,Rio de Janeiro,Equestrian Dressage,"Individual, Open",/results/358406,Bronze,Kristina Bröring-Sprehe,Germany
Summer,2016,8,15,Rio de Janeiro,Equestrian Dressage,"Team, Open",/results/358431,Gold,–,Germany
Summer,2016,8,15,Rio de Janeiro,Equestrian Dressage,"Team, Open",/results/358431,Silver,–,Great Britain
Summer,2016,8,15,Rio de Janeiro,Equestrian Dressage,"Team, Open",/results/358431,Bronze,–,United States
Summer,2016,8,15,Rio de Janeiro,Marathon Swimming,"10 kilometres Open Water, Women",/results/357310,Gold,Sharon van Rouwendaal,Netherlands
Summer,2016,8,15,Rio de Janeiro,Marathon Swimming,"10 kilometres Open Water, Women",/results/357310,Silver,Rachele Bruni,Italy
Summer,2016,8,15,Rio de Janeiro,Marathon Swimming,"10 kilometres Open Water, Women",/results/357310,Bronze,Poliana Okimoto,Brazil
Summer,2016,8,15,Rio de Janeiro,Weightlifting,"Heavyweight, Men",/results/354344,Gold,Ruslan Nurudinov,Uzbekistan
Summer,2016,8,15,Rio de Janeiro,Weightlifting,"Heavyweight, Men",/results/354344,Silver,Simon Martirosyan,Armenia
Summer,2016,8,15,Rio de Janeiro,Weightlifting,"Heavyweight, Men",/results/354344,Bronze,Aleksandr Zaychikov,Kazakhstan
Summer,2016,8,15,Rio de Janeiro,Wrestling,"Light-Heavyweight, Greco-Roman, Men",/results/355634,Gold,Davit Chakvetadze,Russian Federation
Summer,2016,8,15,Rio de Janeiro,Wrestling,"Light-Heavyweight, Greco-Roman, Men",/results/355634,Silver,Zhan Beleniuk,Ukraine
Summer,2016,8,15,Rio de Janeiro,Wrestling,"Light-Heavyweight, Greco-Roman, Men",/results/355634,Bronze,Denis Kudla,Germany
Summer,2016,8,15,Rio de Janeiro,Wrestling,"Light-Heavyweight, Greco-Roman, Men",/results/355634,Bronze,Dzhavid Hamzatau,Belarus
Summer,2016,8,15,Rio de Janeiro,Wrestling,"Super-Heavyweight, Greco-Roman, Men",/results/355726,Gold,Mijaín López,Cuba
Summer,2016,8,15,Rio de Janeiro,Wrestling,"Super-Heavyweight, Greco-Roman, Men",/results/355726,Silver,Rıza Kayaalp,Türkiye
Summer,2016,8,15,Rio de Janeiro,Wrestling,"Super-Heavyweight, Greco-Roman, Men",/results/355726,Bronze,Sabah Şəriəti,Azerbaijan
Summer,2016,8,15,Rio de Janeiro,Wrestling,"Super-Heavyweight, Greco-Roman, Men",/results/355726,Bronze,Sergey Semyonov,Russian Federation
Summer,2016,8,16,Rio de Janeiro,Artistic Gymnastics,"Floor Exercise, Women",/results/353680,Gold,Simone Biles,United States
Summer,2016,8,16,Rio de Janeiro,Artistic Gymnastics,"Floor Exercise, Women",/results/353680,Silver,Aly Raisman,United States
Summer,2016,8,16,Rio de Janeiro,Artistic Gymnastics,"Floor Exercise, Women",/results/353680,Bronze,Amy Tinkler,Great Britain
Summer,2016,8,16,Rio de Janeiro,Artistic Gymnastics,"Horizontal Bar, Men",/results/353649,Gold,Fabian Hambüchen,Germany
Summer,2016,8,16,Rio de Janeiro,Artistic Gymnastics,"Horizontal Bar, Men",/results/353649,Silver,Danell Leyva,United States
Summer,2016,8,16,Rio de Janeiro,Artistic Gymnastics,"Horizontal Bar, Men",/results/353649,Bronze,Nile Wilson,Great Britain
Summer,2016,8,16,Rio de Janeiro,Artistic Gymnastics,"Parallel Bars, Men",/results/353646,Gold,Oleh Verniaiev,Ukraine
Summer,2016,8,16,Rio de Janeiro,Artistic Gymnastics,"Parallel Bars, Men",/results/353646,Silver,Danell Leyva,United States
Summer,2016,8,16,Rio de Janeiro,Artistic Gymnastics,"Parallel Bars, Men",/results/353646,Bronze,David Belyavsky,Russian Federation
Summer,2016,8,16,Rio de Janeiro,Artistic Swimming,"Duet, Women",/results/353194,Gold,"Nataliya Ishchenko, Svetlana Romashina",Russian Federation
Summer,2016,8,16,Rio de Janeiro,Artistic Swimming,"Duet, Women",/results/353194,Silver,"Huang Xuechen, Sun Wenyan",People's Republic of China
Summer,2016,8,16,Rio de Janeiro,Artistic Swimming,"Duet, Women",/results/353194,Bronze,"Yukiko Inui, Risako Mitsui",Japan
Summer,2016,8,16,Rio de Janeiro,Athletics,"1,500 metres, Women",/results/359051,Gold,Faith Kipyegon,Kenya
Summer,2016,8,16,Rio de Janeiro,Athletics,"1,500 metres, Women",/results/359051,Silver,Genzebe Dibaba,Ethiopia
Summer,2016,8,16,Rio de Janeiro,Athletics,"1,500 metres, Women",/results/359051,Bronze,Jenny Simpson,United States
Summer,2016,8,16,Rio de Janeiro,Athletics,"110 metres Hurdles, Men",/results/358640,Gold,Omar McLeod,Jamaica
Summer,2016,8,16,Rio de Janeiro,Athletics,"110 metres Hurdles, Men",/results/358640,Silver,Orlando Ortega,Spain
Summer,2016,8,16,Rio de Janeiro,Athletics,"110 metres Hurdles, Men",/results/358640,Bronze,Dimitri Bascou,France
Summer,2016,8,16,Rio de Janeiro,Athletics,"Discus Throw, Women",/results/359221,Gold,Sandra Perković,Croatia
Summer,2016,8,16,Rio de Janeiro,Athletics,"Discus Throw, Women",/results/359221,Silver,Mélina Robert-Michon,France
Summer,2016,8,16,Rio de Janeiro,Athletics,"Discus Throw, Women",/results/359221,Bronze,Denia Caballero,Cuba
Summer,2016,8,16,Rio de Janeiro,Athletics,"High Jump, Men",/results/358684,Gold,Derek Drouin,Canada
Summer,2016,8,16,Rio de Janeiro,Athletics,"High Jump, Men",/results/358684,Silver,Mutaz Essa Barshim,Qatar
Summer,2016,8,16,Rio de Janeiro,Athletics,"High Jump, Men",/results/358684,Bronze,Bohdan Bondarenko,Ukraine
Summer,2016,8,16,Rio de Janeiro,Athletics,"Triple Jump, Men",/results/9031050,Gold,Christian Taylor,United States
Summer,2016,8,16,Rio de Janeiro,Athletics,"Triple Jump, Men",/results/9031050,Silver,Will Claye,United States
Summer,2016,8,16,Rio de Janeiro,Athletics,"Triple Jump, Men",/results/9031050,Bronze,Dong Bin,People's Republic of China
Summer,2016,8,16,Rio de Janeiro,Boxing,"Lightweight, Men",/results/356411,Gold,Robson Conceição,Brazil
Summer,2016,8,16,Rio de Janeiro,Boxing,"Lightweight, Men",/results/356411,Silver,Sofiane Oumiha,France
Summer,2016,8,16,Rio de Janeiro,Boxing,"Lightweight, Men",/results/356411,Bronze,Dorjnyambuugiin Otgondalai,Mongolia
Summer,2016,8,16,Rio de Janeiro,Boxing,"Lightweight, Men",/results/356411,Bronze,Lázaro Álvarez,Cuba
Summer,2016,8,16,Rio de Janeiro,Canoe Sprint,"Canadian Singles, 1,000 metres, Men",/results/353521,Gold,Sebastian Brendel,Germany
Summer,2016,8,16,Rio de Janeiro,Canoe Sprint,"Canadian Singles, 1,000 metres, Men",/results/353521,Silver,Isaquias Queiroz,Brazil
Summer,2016,8,16,Rio de Janeiro,Canoe Sprint,"Canadian Singles, 1,000 metres, Men",/results/353521,Bronze,Ilya Shtokalov,Russian Federation
Summer,2016,8,16,Rio de Janeiro,Canoe Sprint,"Kayak Doubles, 500 metres, Women",/results/353580,Gold,"Gabriella Szabó, Danuta Kozák",Hungary
Summer,2016,8,16,Rio de Janeiro,Canoe Sprint,"Kayak Doubles, 500 metres, Women",/results/353580,Silver,"Franziska Weber, Tina Dietze",Germany
Summer,2016,8,16,Rio de Janeiro,Canoe Sprint,"Kayak Doubles, 500 metres, Women",/results/353580,Bronze,"Karolina Naja, Beata Mikołajczyk",Poland
Summer,2016,8,16,Rio de Janeiro,Canoe Sprint,"Kayak Singles, 1,000 metres, Men",/results/353461,Gold,Marcus Cooper,Spain
Summer,2016,8,16,Rio de Janeiro,Canoe Sprint,"Kayak Singles, 1,000 metres, Men",/results/353461,Silver,Josef Dostál,Czechia
Summer,2016,8,16,Rio de Janeiro,Canoe Sprint,"Kayak Singles, 1,000 metres, Men",/results/353461,Bronze,Roman Anoshkin,Russian Federation
Summer,2016,8,16,Rio de Janeiro,Canoe Sprint,"Kayak Singles, 200 metres, Women",/results/353554,Gold,Lisa Carrington,New Zealand
Summer,2016,8,16,Rio de Janeiro,Canoe Sprint,"Kayak Singles, 200 metres, Women",/results/353554,Silver,Marta Walczykiewicz,Poland
Summer,2016,8,16,Rio de Janeiro,Canoe Sprint,"Kayak Singles, 200 metres, Women",/results/353554,Bronze,İnna Osipenko-Radomska,Azerbaijan
Summer,2016,8,16,Rio de Janeiro,Cycling Track,"Keirin, Men",/results/356781,Gold,Jason Kenny,Great Britain
Summer,2016,8,16,Rio de Janeiro,Cycling Track,"Keirin, Men",/results/356781,Silver,Matthijs Büchli,Netherlands
Summer,2016,8,16,Rio de Janeiro,Cycling Track,"Keirin, Men",/results/356781,Bronze,Azizul Awang,Malaysia
Summer,2016,8,16,Rio de Janeiro,Cycling Track,"Omnium, Women",/results/356951,Gold,Laura Trott,Great Britain
Summer,2016,8,16,Rio de Janeiro,Cycling Track,"Omnium, Women",/results/356951,Silver,Sarah Hammer,United States
Summer,2016,8,16,Rio de Janeiro,Cycling Track,"Omnium, Women",/results/356951,Bronze,Jolien D'hoore,Belgium
Summer,2016,8,16,Rio de Janeiro,Cycling Track,"Sprint, Women",/results/356868,Gold,Kristina Vogel,Germany
Summer,2016,8,16,Rio de Janeiro,Cycling Track,"Sprint, Women",/results/356868,Silver,Becky James,Great Britain
Summer,2016,8,16,Rio de Janeiro,Cycling Track,"Sprint, Women",/results/356868,Bronze,Katy Marchant,Great Britain
Summer,2016,8,16,Rio de Janeiro,Diving,"Springboard, Men",/results/353750,Gold,Cao Yuan,People's Republic of China
Summer,2016,8,16,Rio de Janeiro,Diving,"Springboard, Men",/results/353750,Silver,Jack Laugher,Great Britain
Summer,2016,8,16,Rio de Janeiro,Diving,"Springboard, Men",/results/353750,Bronze,Patrick Hausding,Germany
Summer,2016,8,16,Rio de Janeiro,Marathon Swimming,"10 kilometres Open Water, Men",/results/357169,Gold,Ferry Weertman,Netherlands
Summer,2016,8,16,Rio de Janeiro,Marathon Swimming,"10 kilometres Open Water, Men",/results/357169,Silver,Spyros Gianniotis,Greece
Summer,2016,8,16,Rio de Janeiro,Marathon Swimming,"10 kilometres Open Water, Men",/results/357169,Bronze,Marc-Antoine Olivier,France
Summer,2016,8,16,Rio de Janeiro,Sailing,"Multihull, Mixed",/results/356265,Gold,Argentina,Argentina
Summer,2016,8,16,Rio de Janeiro,Sailing,"Multihull, Mixed",/results/356265,Silver,Australia,Australia
Summer,2016,8,16,Rio de Janeiro,Sailing,"Multihull, Mixed",/results/356265,Bronze,Austria,Austria
Summer,2016,8,16,Rio de Janeiro,Sailing,"One Person Dinghy, Men",/results/356085,Gold,Tom Burton,Australia
Summer,2016,8,16,Rio de Janeiro,Sailing,"One Person Dinghy, Men",/results/356085,Silver,Tonči Stipanović,Croatia
Summer,2016,8,16,Rio de Janeiro,Sailing,"One Person Dinghy, Men",/results/356085,Bronze,Sam Meech,New Zealand
Summer,2016,8,16,Rio de Janeiro,Sailing,"One Person Dinghy, Women",/results/356198,Gold,Marit Bouwmeester,Netherlands
Summer,2016,8,16,Rio de Janeiro,Sailing,"One Person Dinghy, Women",/results/356198,Silver,Annalise Murphy,Ireland
Summer,2016,8,16,Rio de Janeiro,Sailing,"One Person Dinghy, Women",/results/356198,Bronze,Anne-Marie Rindom,Denmark
Summer,2016,8,16,Rio de Janeiro,Sailing,"One Person Heavyweight Dinghy, Men",/results/356152,Gold,Giles Scott,Great Britain
Summer,2016,8,16,Rio de Janeiro,Sailing,"One Person Heavyweight Dinghy, Men",/results/356152,Silver,Vasilij Žbogar,Slovenia
Summer,2016,8,16,Rio de Janeiro,Sailing,"One Person Heavyweight Dinghy, Men",/results/356152,Bronze,Caleb Paine,United States
Summer,2016,8,16,Rio de Janeiro,Table Tennis,"Team, Women",/results/396039,Gold,People's Republic of China,People's Republic of China
Summer,2016,8,16,Rio de Janeiro,Table Tennis,"Team, Women",/results/396039,Silver,Germany,Germany
Summer,2016,8,16,Rio de Janeiro,Table Tennis,"Team, Women",/results/396039,Bronze,Japan,Japan
Summer,2016,8,16,Rio de Janeiro,Weightlifting,"Super-Heavyweight, Men",/results/354353,Gold,Lasha Talakhadze,Georgia
Summer,2016,8,16,Rio de Janeiro,Weightlifting,"Super-Heavyweight, Men",/results/354353,Silver,Gor Minasyan,Armenia
Summer,2016,8,16,Rio de Janeiro,Weightlifting,"Super-Heavyweight, Men",/results/354353,Bronze,Irakli Turmanidze,Georgia
Summer,2016,8,16,Rio de Janeiro,Wrestling,"Heavyweight, Greco-Roman, Men",/results/355680,Gold,Artur Aleksanyan,Armenia
Summer,2016,8,16,Rio de Janeiro,Wrestling,"Heavyweight, Greco-Roman, Men",/results/355680,Silver,Yasmany Lugo,Cuba
Summer,2016,8,16,Rio de Janeiro,Wrestling,"Heavyweight, Greco-Roman, Men",/results/355680,Bronze,Cenk İldem,Türkiye
Summer,2016,8,16,Rio de Janeiro,Wrestling,"Heavyweight, Greco-Roman, Men",/results/355680,Bronze,Ghasem Rezaei,Islamic Republic of Iran
Summer,2016,8,16,Rio de Janeiro,Wrestling,"Welterweight, Greco-Roman, Men",/results/355542,Gold,Davor Štefanek,Serbia
Summer,2016,8,16,Rio de Janeiro,Wrestling,"Welterweight, Greco-Roman, Men",/results/355542,Silver,Migran Arutyunyan,Armenia
Summer,2016,8,16,Rio de Janeiro,Wrestling,"Welterweight, Greco-Roman, Men",/results/355542,Bronze,Rəsul Çunayev,Azerbaijan
Summer,2016,8,16,Rio de Janeiro,Wrestling,"Welterweight, Greco-Roman, Men",/results/355542,Bronze,Shmagi Bolkvadze,Georgia
Summer,2016,8,17,Rio de Janeiro,Athletics,"100 metres Hurdles, Women",/results/359067,Gold,Brianna Rollins,United States
Summer,2016,8,17,Rio de Janeiro,Athletics,"100 metres Hurdles, Women",/results/359067,Silver,Nia Ali,United States
Summer,2016,8,17,Rio de Janeiro,Athletics,"100 metres Hurdles, Women",/results/359067,Bronze,Kristi Castlin,United States
Summer,2016,8,17,Rio de Janeiro,Athletics,"200 metres, Women",/results/359005,Gold,Elaine Thompson,Jamaica
Summer,2016,8,17,Rio de Janeiro,Athletics,"200 metres, Women",/results/359005,Silver,Dafne Schippers,Netherlands
Summer,2016,8,17,Rio de Janeiro,Athletics,"200 metres, Women",/results/359005,Bronze,Tori Bowie,United States
Summer,2016,8,17,Rio de Janeiro,Athletics,"3,000 metres Steeplechase, Men",/results/358666,Gold,Conseslus Kipruto,Kenya
Summer,2016,8,17,Rio de Janeiro,Athletics,"3,000 metres Steeplechase, Men",/results/358666,Silver,Evan Jager,United States
Summer,2016,8,17,Rio de Janeiro,Athletics,"3,000 metres Steeplechase, Men",/results/358666,Bronze,Mahiedine Mekhissi-Benabbad,France
Summer,2016,8,17,Rio de Janeiro,Athletics,"Long Jump, Women",/results/9031064,Gold,Tianna Bartoletta,United States
Summer,2016,8,17,Rio de Janeiro,Athletics,"Long Jump, Women",/results/9031064,Silver,Brittney Reese,United States
Summer,2016,8,17,Rio de Janeiro,Athletics,"Long Jump, Women",/results/9031064,Bronze,Ivana Španović,Serbia
Summer,2016,8,17,Rio de Janeiro,Badminton,"Doubles, Mixed",/results/351789,Gold,"Tontowi Ahmad, Liliyana Natsir",Indonesia
Summer,2016,8,17,Rio de Janeiro,Badminton,"Doubles, Mixed",/results/351789,Silver,"Chan Peng Soon, Goh Liu Ying",Malaysia
Summer,2016,8,17,Rio de Janeiro,Badminton,"Doubles, Mixed",/results/351789,Bronze,"Zhang Nan, Zhao Yunlei",People's Republic of China
Summer,2016,8,17,Rio de Janeiro,Beach Volleyball,"Beach Volleyball, Women",/results/354218,Gold,Germany 1,Germany
Summer,2016,8,17,Rio de Janeiro,Beach Volleyball,"Beach Volleyball, Women",/results/354218,Silver,Brazil 1,Brazil
Summer,2016,8,17,Rio de Janeiro,Beach Volleyball,"Beach Volleyball, Women",/results/354218,Bronze,United States 1,United States
Summer,2016,8,17,Rio de Janeiro,Boxing,"Welterweight, Men",/results/356485,Gold,Daniyar Yeleusinov,Kazakhstan
Summer,2016,8,17,Rio de Janeiro,Boxing,"Welterweight, Men",/results/356485,Silver,Shakhram Giyasov,Uzbekistan
Summer,2016,8,17,Rio de Janeiro,Boxing,"Welterweight, Men",/results/356485,Bronze,Mohammed Rabii,Morocco
Summer,2016,8,17,Rio de Janeiro,Boxing,"Welterweight, Men",/results/356485,Bronze,Souleymane Cissokho,France
Summer,2016,8,17,Rio de Janeiro,Equestrian Jumping,"Team, Open",/results/358444,Gold,–,France
Summer,2016,8,17,Rio de Janeiro,Equestrian Jumping,"Team, Open",/results/358444,Silver,–,United States
Summer,2016,8,17,Rio de Janeiro,Equestrian Jumping,"Team, Open",/results/358444,Bronze,–,Germany
Summer,2016,8,17,Rio de Janeiro,Table Tennis,"Team, Men",/results/395879,Gold,People's Republic of China,People's Republic of China
Summer,2016,8,17,Rio de Janeiro,Table Tennis,"Team, Men",/results/395879,Silver,Japan,Japan
Summer,2016,8,17,Rio de Janeiro,Table Tennis,"Team, Men",/results/395879,Bronze,Germany,Germany
Summer,2016,8,17,Rio de Janeiro,Wrestling,"Flyweight, Freestyle, Women",/results/355772,Gold,Eri Tosaka,Japan
Summer,2016,8,17,Rio de Janeiro,Wrestling,"Flyweight, Freestyle, Women",/results/355772,Silver,Mariya Stadnik,Azerbaijan
Summer,2016,8,17,Rio de Janeiro,Wrestling,"Flyweight, Freestyle, Women",/results/355772,Bronze,Elitsa Yankova,Bulgaria
Summer,2016,8,17,Rio de Janeiro,Wrestling,"Flyweight, Freestyle, Women",/results/355772,Bronze,Sun Yanan,People's Republic of China
Summer,2016,8,17,Rio de Janeiro,Wrestling,"Light-Heavyweight, Freestyle, Women",/results/355956,Gold,Sara Dosho,Japan
Summer,2016,8,17,Rio de Janeiro,Wrestling,"Light-Heavyweight, Freestyle, Women",/results/355956,Silver,Nataliya Vorobyova,Russian Federation
Summer,2016,8,17,Rio de Janeiro,Wrestling,"Light-Heavyweight, Freestyle, Women",/results/355956,Bronze,Elmira Syzdykova,Kazakhstan
Summer,2016,8,17,Rio de Janeiro,Wrestling,"Light-Heavyweight, Freestyle, Women",/results/355956,Bronze,Jenny Fransson,Sweden
Summer,2016,8,17,Rio de Janeiro,Wrestling,"Lightweight, Freestyle, Women",/results/355864,Gold,Kaori Icho,Japan
Summer,2016,8,17,Rio de Janeiro,Wrestling,"Lightweight, Freestyle, Women",/results/355864,Silver,Valeriya Koblova,Russian Federation
Summer,2016,8,17,Rio de Janeiro,Wrestling,"Lightweight, Freestyle, Women",/results/355864,Bronze,Marwa Amri,Tunisia
Summer,2016,8,17,Rio de Janeiro,Wrestling,"Lightweight, Freestyle, Women",/results/355864,Bronze,Sakshi Malik,India
Summer,2016,8,18,Rio de Janeiro,Athletics,"200 metres, Men",/results/358579,Gold,Usain Bolt,Jamaica
Summer,2016,8,18,Rio de Janeiro,Athletics,"200 metres, Men",/results/358579,Silver,Andre De Grasse,Canada
Summer,2016,8,18,Rio de Janeiro,Athletics,"200 metres, Men",/results/358579,Bronze,Christophe Lemaitre,France
Summer,2016,8,18,Rio de Janeiro,Athletics,"400 metres Hurdles, Men",/results/358653,Gold,Kerron Clement,United States
Summer,2016,8,18,Rio de Janeiro,Athletics,"400 metres Hurdles, Men",/results/358653,Silver,Boniface Tumuti,Kenya
Summer,2016,8,18,Rio de Janeiro,Athletics,"400 metres Hurdles, Men",/results/358653,Bronze,Yasmani Copello,Türkiye
Summer,2016,8,18,Rio de Janeiro,Athletics,"400 metres Hurdles, Women",/results/359080,Gold,Dalilah Muhammad,United States
Summer,2016,8,18,Rio de Janeiro,Athletics,"400 metres Hurdles, Women",/results/359080,Silver,Sara Slott Petersen,Denmark
Summer,2016,8,18,Rio de Janeiro,Athletics,"400 metres Hurdles, Women",/results/359080,Bronze,Ashley Spencer,United States
Summer,2016,8,18,Rio de Janeiro,Athletics,"Decathlon, Men",/results/358863,Gold,Ashton Eaton,United States
Summer,2016,8,18,Rio de Janeiro,Athletics,"Decathlon, Men",/results/358863,Silver,Kévin Mayer,France
Summer,2016,8,18,Rio de Janeiro,Athletics,"Decathlon, Men",/results/358863,Bronze,Damian Warner,Canada
Summer,2016,8,18,Rio de Janeiro,Athletics,"Javelin Throw, Women",/results/359267,Gold,Sara Kolak,Croatia
Summer,2016,8,18,Rio de Janeiro,Athletics,"Javelin Throw, Women",/results/359267,Silver,Sunette Viljoen,South Africa
Summer,2016,8,18,Rio de Janeiro,Athletics,"Javelin Throw, Women",/results/359267,Bronze,Barbora Špotáková,Czechia
Summer,2016,8,18,Rio de Janeiro,Athletics,"Shot Put, Men",/results/358771,Gold,Ryan Crouser,United States
Summer,2016,8,18,Rio de Janeiro,Athletics,"Shot Put, Men",/results/358771,Silver,Joe Kovacs,United States
Summer,2016,8,18,Rio de Janeiro,Athletics,"Shot Put, Men",/results/358771,Bronze,Tom Walsh,New Zealand
Summer,2016,8,18,Rio de Janeiro,Badminton,"Doubles, Women",/results/351748,Gold,"Misaki Matsutomo, Ayaka Takahashi",Japan
Summer,2016,8,18,Rio de Janeiro,Badminton,"Doubles, Women",/results/351748,Silver,"Christinna Pedersen, Kamilla Rytter Juhl",Denmark
Summer,2016,8,18,Rio de Janeiro,Badminton,"Doubles, Women",/results/351748,Bronze,"Jeong Gyeong-Eun, Sin Seung-Chan",Republic of Korea
Summer,2016,8,18,Rio de Janeiro,Beach Volleyball,"Beach Volleyball, Men",/results/354150,Gold,Brazil 1,Brazil
Summer,2016,8,18,Rio de Janeiro,Beach Volleyball,"Beach Volleyball, Men",/results/354150,Silver,Italy 1,Italy
Summer,2016,8,18,Rio de Janeiro,Beach Volleyball,"Beach Volleyball, Men",/results/354150,Bronze,Netherlands 1,Netherlands
Summer,2016,8,18,Rio de Janeiro,Boxing,"Light-Heavyweight, Men",/results/356559,Gold,Julio César la Cruz,Cuba
Summer,2016,8,18,Rio de Janeiro,Boxing,"Light-Heavyweight, Men",/results/356559,Silver,Adilbek Niyazymbetov,Kazakhstan
Summer,2016,8,18,Rio de Janeiro,Boxing,"Light-Heavyweight, Men",/results/356559,Bronze,Joshua Buatsi,Great Britain
Summer,2016,8,18,Rio de Janeiro,Boxing,"Light-Heavyweight, Men",/results/356559,Bronze,Mathieu Bauderlique,France
Summer,2016,8,18,Rio de Janeiro,Canoe Sprint,"Canadian Singles, 200 metres, Men",/results/353508,Gold,Yuriy Cheban,Ukraine
Summer,2016,8,18,Rio de Janeiro,Canoe Sprint,"Canadian Singles, 200 metres, Men",/results/353508,Silver,Valentin Demyanenko,Azerbaijan
Summer,2016,8,18,Rio de Janeiro,Canoe Sprint,"Canadian Singles, 200 metres, Men",/results/353508,Bronze,Isaquias Queiroz,Brazil
Summer,2016,8,18,Rio de Janeiro,Canoe Sprint,"Kayak Doubles, 1,000 metres, Men",/results/353482,Gold,131/130,Germany
Summer,2016,8,18,Rio de Janeiro,Canoe Sprint,"Kayak Doubles, 1,000 metres, Men",/results/353482,Gold,"Max Rendschmidt, Marcus Groß",Germany
Summer,2016,8,18,Rio de Janeiro,Canoe Sprint,"Kayak Doubles, 1,000 metres, Men",/results/353482,Silver,141/142,Serbia
Summer,2016,8,18,Rio de Janeiro,Canoe Sprint,"Kayak Doubles, 1,000 metres, Men",/results/353482,Silver,"Marko Tomićević, Milenko Zorić",Serbia
Summer,2016,8,18,Rio de Janeiro,Canoe Sprint,"Kayak Doubles, 1,000 metres, Men",/results/353482,Bronze,122/123,Australia
Summer,2016,8,18,Rio de Janeiro,Canoe Sprint,"Kayak Doubles, 1,000 metres, Men",/results/353482,Bronze,"Ken Wallace, Lachlan Tame",Australia
